Date,Open,High,Low,Close,Adj Close,Volume,adj,return,,,,
9/3/2019,1.096732,1.097731,1.09304,1.096852,1.096852,0,0.911700029,0.002119279,,,,
9/4/2019,1.097358,1.103499,1.097273,1.097454,1.097454,0,0.911199923,-0.000548693,,,,
9/5/2019,1.103753,1.108279,1.101831,1.103497,1.103497,0,0.906209985,-0.005491276,,,,
9/6/2019,1.103631,1.105742,1.102123,1.103631,1.103631,0,0.906099956,-0.000121425,,,,
9/9/2019,1.102074,1.106525,1.101613,1.102062,1.102062,0,0.907389965,0.001422682,,,,
9/10/2019,1.104728,1.10595,1.103181,1.104838,1.104838,0,0.90511007,-0.002515747,,,,
9/11/2019,1.104972,1.105828,1.098623,1.105033,1.105033,0,0.90495035,-0.000176481,,,,
9/12/2019,1.101443,1.107751,1.092956,1.101346,1.101346,0,0.907979872,0.003342131,,,,
9/13/2019,1.105767,1.110914,1.105767,1.105828,1.105828,0,0.904299765,-0.004061308,,,,
9/16/2019,1.108414,1.108426,1.099493,1.10834,1.10834,0,0.902250212,-0.002269025,,,,
9/17/2019,1.100401,1.106807,1.099288,1.100594,1.100594,0,0.908600265,0.007013366,,,,
9/18/2019,1.107432,1.107788,1.103753,1.107469,1.107469,0,0.902959812,-0.006227198,,,,
9/19/2019,1.103144,1.107499,1.102354,1.103144,1.103144,0,0.906499967,0.003912947,,,,
9/20/2019,1.104606,1.1069,1.09988,1.10485,1.10485,0,0.90510024,-0.001545294,,,,
9/23/2019,1.101953,1.102803,1.096828,1.101904,1.101904,0,0.907520074,0.002669987,,,,
9/24/2019,1.099372,1.101394,1.098515,1.099372,1.099372,0,0.909610214,0.002300485,,,,
9/25/2019,1.101564,1.101928,1.094835,1.101686,1.101686,0,0.907699653,-0.002102626,,,,
9/26/2019,1.095182,1.096732,1.092514,1.09529,1.09529,0,0.91300021,0.005822565,,,,
9/27/2019,1.092311,1.095842,1.090584,1.092275,1.092275,0,0.915520359,0.002756491,,,,
9/30/2019,1.094164,1.094811,1.088767,1.094271,1.094271,0,0.913850408,-0.001825711,,,,
10/1/2019,1.089918,1.093733,1.088151,1.089966,1.089966,0,0.917459811,0.003941885,,,,
10/2/2019,1.093542,1.095794,1.090524,1.093494,1.093494,0,0.914499759,-0.003231571,,,,
10/3/2019,1.096203,1.099832,1.094188,1.096371,1.096371,0,0.91210001,-0.002627561,,,,
10/4/2019,1.09749,1.099227,1.095914,1.097538,1.097538,0,0.911130184,-0.001063855,,,,
10/7/2019,1.09866,1.10011,1.096371,1.09866,1.09866,0,0.910199698,-0.001021766,,,,
10/8/2019,1.097273,1.0998,1.094667,1.097213,1.097213,0,0.911400065,0.001317927,,,,
10/9/2019,1.096022,1.099199,1.095554,1.096011,1.096011,0,0.912399602,0.001096103,,,,
10/10/2019,1.098587,1.103387,1.098044,1.09878,1.09878,0,0.910100293,-0.002523248,,,,
10/11/2019,1.101443,1.1062,1.100388,1.101103,1.101103,0,0.908180252,-0.002111931,,,,
10/14/2019,1.102816,1.1043,1.101516,1.103,1.103,0,0.906618314,-0.001721336,,,,
10/15/2019,1.102584,1.104545,1.099276,1.102901,1.102901,0,0.906699695,8.97592E-05,,,,
10/16/2019,1.1034,1.107628,1.102354,1.103473,1.103473,0,0.906229695,-0.000518498,,,,
10/17/2019,1.10743,1.113995,1.106586,1.107493,1.107493,0,0.902940244,-0.003636424,,,,
10/18/2019,1.112718,1.116196,1.111506,1.112718,1.112718,0,0.8987003,-0.004706769,,,,
10/21/2019,1.115611,1.118068,1.114,1.115573,1.115573,0,0.896400325,-0.002562503,,,,
10/22/2019,1.1152,1.116071,1.112471,1.115175,1.115175,0,0.896720246,0.000356831,,,,
10/23/2019,1.112966,1.113338,1.110803,1.112929,1.112929,0,0.898529915,0.002016065,,,,
10/24/2019,1.113263,1.11657,1.109385,1.113239,1.113239,0,0.898279705,-0.000278505,,,,
10/25/2019,1.110445,1.112595,1.108045,1.110396,1.110396,0,0.900579613,0.002557076,,,,
10/28/2019,1.108475,1.110667,1.107714,1.108426,1.108426,0,0.902180209,0.001775717,,,,
10/29/2019,1.110248,1.111877,1.107506,1.109915,1.109915,0,0.900969894,-0.001342445,,,,
10/30/2019,1.111222,1.112595,1.110334,1.111482,1.111482,0,0.89969968,-0.001410824,,,,
10/31/2019,1.115424,1.117693,1.113375,1.115449,1.115449,0,0.896499974,-0.003562754,,,,
11/1/2019,1.115611,1.117443,1.113078,1.11571,1.11571,0,0.896290255,-0.000233959,,,,
11/4/2019,1.116944,1.117701,1.1142,1.116657,1.116657,0,0.89553014,-0.000848427,,,,
11/5/2019,1.11283,1.1139,1.106464,1.112855,1.112855,0,0.898589664,0.003410615,,,,
11/6/2019,1.107444,1.109509,1.106746,1.10742,1.10742,0,0.902999765,0.0048958,,,,
11/7/2019,1.107064,1.109139,1.103801,1.10704,1.10704,0,0.903309727,0.000343199,,,,
11/8/2019,1.10346,1.103814,1.10178,1.10197,1.10197,0,0.90746572,0.0045903,,,,
11/11/2019,1.102281,1.104362,1.101722,1.102244,1.102244,0,0.907240139,-0.000248615,,,,
11/12/2019,1.103485,1.104118,1.100388,1.103546,1.103546,0,0.906169747,-0.00118053,,,,
11/13/2019,1.101212,1.10205,1.10011,1.101237,1.101237,0,0.908069743,0.002094538,,,,
11/14/2019,1.100873,1.101783,1.099082,1.101322,1.101322,0,0.907999659,-7.71829E-05,,,,
11/15/2019,1.102293,1.105583,1.101528,1.10205,1.10205,0,0.907399846,-0.000660805,,,,
11/18/2019,1.1054,1.1091,1.1054,1.10551,1.10551,0,0.904559886,-0.003134685,,,,
11/19/2019,1.107224,1.108525,1.106427,1.107236,1.107236,0,0.903149825,-0.001560053,,,,
11/20/2019,1.108033,1.108279,1.105363,1.108,1.108,0,0.902527076,-0.000689769,,,,
11/21/2019,1.107898,1.109644,1.106378,1.107886,1.107886,0,0.902619945,0.000102893,,,,
11/22/2019,1.106562,1.107861,1.102864,1.106586,1.106586,0,0.903680329,0.001174095,,,,
11/25/2019,1.102414,1.103387,1.100619,1.102256,1.102256,0,0.907230262,0.003920611,,,,
11/26/2019,1.1012,1.102657,1.1008,1.101443,1.101443,0,0.907899909,0.00073785,,,,
11/27/2019,1.102208,1.102208,1.099336,1.102256,1.102256,0,0.907230262,-0.00073785,,,,
11/28/2019,1.100606,1.101928,1.100158,1.100485,1.100485,0,0.908690259,0.001607997,,,,
11/29/2019,1.101128,1.10267,1.098286,1.101176,1.101176,0,0.908120046,-0.000627708,,,,
12/2/2019,1.101771,1.108918,1.100376,1.101904,1.101904,0,0.907520074,-0.000660893,,,,
12/3/2019,1.107604,1.109262,1.106648,1.107911,1.107911,0,0.902599577,-0.005436668,,,,
12/4/2019,1.108181,1.111346,1.106795,1.108525,1.108525,0,0.902099637,-0.000554043,,,,
12/5/2019,1.108267,1.110494,1.107996,1.108303,1.108303,0,0.902280333,0.000200286,,,,
12/6/2019,1.11042,1.111235,1.104228,1.110543,1.110543,0,0.900460405,-0.002019068,,,,
12/9/2019,1.10578,1.108033,1.1054,1.105889,1.105889,0,0.904249884,0.004199548,,,,
12/10/2019,1.106452,1.109755,1.106354,1.106499,1.106499,0,0.903751382,-0.00055144,,,,
12/11/2019,1.109385,1.109878,1.107175,1.109275,1.109275,0,0.901489712,-0.002505672,,,,
12/12/2019,1.113325,1.115337,1.111185,1.113586,1.113586,0,0.897999795,-0.00387879,,,,
12/13/2019,1.118343,1.118693,1.111889,1.118606,1.118606,0,0.893969816,-0.004497829,,,,
12/16/2019,1.11252,1.115785,1.112347,1.112446,1.112446,0,0.898920037,0.005522073,,,,
12/17/2019,1.11371,1.117319,1.11309,1.113697,1.113697,0,0.897910293,-0.001123917,,,,
12/18/2019,1.11515,1.11515,1.111136,1.115138,1.115138,0,0.896749999,-0.001293052,,,,
12/19/2019,1.111593,1.114243,1.110988,1.111593,1.111593,0,0.899609839,0.003184042,,,,
12/20/2019,1.112372,1.112595,1.107432,1.112595,1.112595,0,0.898799653,-0.000901003,,,,
12/23/2019,1.107984,1.109755,1.10715,1.107984,1.107984,0,0.902540109,0.004152977,,,,
12/24/2019,1.109299,1.109755,1.107064,1.109385,1.109385,0,0.901400325,-0.00126366,,,,
12/25/2019,1.109139,1.110864,1.107788,1.109016,1.109016,0,0.901700246,0.000332672,,,,
12/26/2019,1.109509,1.110494,1.108279,1.109545,1.109545,0,0.901270341,-0.000476886,,,,
12/27/2019,1.110124,1.118068,1.11,1.110112,1.110112,0,0.900810008,-0.00051089,,,,
12/30/2019,1.118155,1.12207,1.118155,1.11823,1.11823,0,0.894270409,-0.007286167,,,,
12/31/2019,1.120448,1.124101,1.120072,1.12023,1.12023,0,0.892673826,-0.001786943,,,,
1/1/2020,1.122083,1.122838,1.115947,1.122083,1.122083,0,0.891199671,-0.001652758,,,,
1/2/2020,1.121894,1.122712,1.116682,1.122083,1.122083,0,0.891199671,0,,,,
1/3/2020,1.117081,1.118068,1.11257,1.117144,1.117144,0,0.895139749,0.004411351,,,,
1/6/2020,1.116246,1.120825,1.11581,1.116196,1.116196,0,0.895900003,0.000848953,,,,
1/7/2020,1.119583,1.119946,1.113487,1.119799,1.119799,0,0.893017408,-0.003222729,,,,
1/8/2020,1.115573,1.11652,1.111086,1.115474,1.115474,0,0.896479882,0.003869778,,,,
1/9/2020,1.111444,1.112223,1.109509,1.111321,1.111321,0,0.899830022,0.003730029,,,,
1/10/2020,1.110926,1.1121,1.108623,1.111111,1.111111,0,0.90000009,0.000188982,,,,
1/13/2020,1.111655,1.114467,1.111408,1.111667,1.111667,0,0.899549955,-0.000500275,,,,
1/14/2020,1.113449,1.114579,1.110556,1.113573,1.113573,0,0.898010279,-0.001713074,,,,
1/15/2020,1.112966,1.116346,1.112025,1.11309,1.11309,0,0.89839995,0.000433833,,,,
1/16/2020,1.11527,1.117194,1.112978,1.1154,1.1154,0,0.896539358,-0.002073153,,,,
1/17/2020,1.1138,1.1145,1.108758,1.113958,1.113958,0,0.897699913,0.001293646,,,,
1/20/2020,1.109521,1.110494,1.107751,1.109459,1.109459,0,0.901340203,0.00404693,,,,
1/21/2020,1.109644,1.111976,1.108647,1.109693,1.109693,0,0.901150138,-0.000210891,,,,
1/22/2020,1.108586,1.109779,1.107162,1.108561,1.108561,0,0.902070342,0.001020623,,,,
1/23/2020,1.109755,1.110322,1.103704,1.109644,1.109644,0,0.901189931,-0.000976465,,,,
1/24/2020,1.105534,1.106085,1.102123,1.105522,1.105522,0,0.904550068,0.003721622,,,,
1/27/2020,1.102633,1.103997,1.101006,1.102536,1.102536,0,0.906999862,0.002704641,,,,
1/28/2020,1.101965,1.102657,1.099856,1.101977,1.101977,0,0.907459956,0.000507141,,,,
1/29/2020,1.102293,1.103022,1.099324,1.102256,1.102256,0,0.907230262,-0.000253149,,,,
1/30/2020,1.101406,1.103655,1.100824,1.101686,1.101686,0,0.907699653,0.000517255,,,,
1/31/2020,1.102876,1.109016,1.101795,1.102913,1.102913,0,0.90668983,-0.001113128,,,,
2/3/2020,1.108906,1.108906,1.10435,1.108979,1.108979,0,0.90173033,-0.005484911,,,,
2/4/2020,1.106293,1.106562,1.103387,1.106293,1.106293,0,0.903919667,0.002424986,,,,
2/5/2020,1.104472,1.10485,1.099832,1.104728,1.104728,0,0.905200194,0.001415636,,,,
2/6/2020,1.100049,1.101285,1.096551,1.100231,1.100231,0,0.90890004,0.004078993,,,,
2/7/2020,1.098105,1.098699,1.094691,1.098298,1.098298,0,0.9104997,0.001758449,,,,
2/10/2020,1.094871,1.096131,1.09096,1.094931,1.094931,0,0.91329956,0.003070361,,,,
2/11/2020,1.091227,1.0927,1.089348,1.091346,1.091346,0,0.916299689,0.003279551,,,,
2/12/2020,1.09218,1.0925,1.088708,1.091941,1.091941,0,0.915800396,-0.00054505,,,,
2/13/2020,1.087642,1.089087,1.083553,1.087595,1.087595,0,0.919459909,0.00398801,,,,
2/14/2020,1.084599,1.086248,1.08313,1.084599,1.084599,0,0.921999744,0.002758503,,,,
2/17/2020,1.084058,1.0854,1.083025,1.084175,1.084175,0,0.92236032,0.000391004,,,,
2/18/2020,1.083705,1.0839,1.078691,1.084011,1.084011,0,0.922499864,0.000151279,,,,
2/19/2020,1.079471,1.080847,1.07836,1.07954,1.07954,0,0.92632047,0.004133026,,,,
2/20/2020,1.080964,1.0821,1.077958,1.08101,1.08101,0,0.925060823,-0.001360765,,,,
2/21/2020,1.078772,1.086366,1.078772,1.0788,1.0788,0,0.926955877,0.002046477,,,,
2/24/2020,1.083858,1.086366,1.080847,1.083905,1.083905,0,0.922590079,-0.004720949,,,,
2/25/2020,1.084905,1.088175,1.083177,1.08492,1.08492,0,0.921726948,-0.000935991,,,,
2/26/2020,1.0881,1.090358,1.085564,1.0882,1.0882,0,0.918948723,-0.003018704,,,,
2/27/2020,1.088566,1.10057,1.088566,1.088589,1.088589,0,0.918620342,-0.000357407,,,,
2/28/2020,1.099554,1.105278,1.095158,1.099723,1.099723,0,0.909319892,-0.010175968,,,,
3/2/2020,1.105253,1.116408,1.103728,1.105131,1.105131,0,0.904870101,-0.00490555,,,,
3/3/2020,1.11443,1.12075,1.10973,1.114405,1.114405,0,0.897339836,-0.00835675,,,,
3/4/2020,1.11773,1.118568,1.109693,1.118068,1.118068,0,0.894399983,-0.003281566,,,,
3/5/2020,1.113908,1.120448,1.112174,1.113908,1.113908,0,0.897740208,0.003727643,,,,
3/6/2020,1.122385,1.135473,1.121391,1.122385,1.122385,0,0.890959876,-0.007581333,,,,
3/9/2020,1.138615,1.149584,1.13568,1.138602,1.138602,0,0.878270019,-0.014345309,,,,
3/10/2020,1.139744,1.142296,1.133414,1.139796,1.139796,0,0.877349982,-0.001048105,,,,
3/11/2020,1.131618,1.136596,1.125901,1.131651,1.131651,0,0.883664663,0.007171671,,,,
3/12/2020,1.126075,1.133286,1.108082,1.126152,1.126152,0,0.887979598,0.004871117,,,,
3/13/2020,1.118356,1.122133,1.106537,1.118493,1.118493,0,0.894060133,0.006824268,,,,
3/16/2020,1.115959,1.12354,1.108869,1.115536,1.115536,0,0.896430057,0.002647237,,,,
3/17/2020,1.116333,1.118906,1.095794,1.116321,1.116321,0,0.895799685,-0.00070345,,,,
3/18/2020,1.101686,1.1045,1.083189,1.101552,1.101552,0,0.907810072,0.013318363,,,,
3/19/2020,1.094343,1.094559,1.069793,1.096155,1.096155,0,0.912279741,0.004911493,,,,
3/20/2020,1.065848,1.082989,1.065451,1.065735,1.065735,0,0.938319563,0.0281439,,,,
3/23/2020,1.068753,1.082485,1.066041,1.069439,1.069439,0,0.935069695,-0.00346951,,,,
3/24/2020,1.076473,1.08885,1.075338,1.076461,1.076461,0,0.928970023,-0.006544597,,,,
3/25/2020,1.080124,1.084952,1.077018,1.080264,1.080264,0,0.925699644,-0.003526647,,,,
3/26/2020,1.088755,1.102548,1.087654,1.088957,1.088957,0,0.918309906,-0.008014902,,,,
3/27/2020,1.104618,1.108647,1.095518,1.104826,1.104826,0,0.905119901,-0.014467499,,,,
3/30/2020,1.113536,1.113784,1.101225,1.113908,1.113908,0,0.897740208,-0.008186696,,,,
3/31/2020,1.10284,1.104362,1.092968,1.103047,1.103047,0,0.906579683,0.009798202,,,,
4/1/2020,1.102816,1.103753,1.09187,1.102657,1.102657,0,0.906900333,0.000353629,,,,
4/2/2020,1.095098,1.096299,1.084434,1.095362,1.095362,0,0.912940197,0.00663782,,,,
4/3/2020,1.084387,1.085894,1.07762,1.08474,1.08474,0,0.921879897,0.009744575,,,,
4/6/2020,1.080824,1.083435,1.076925,1.080696,1.080696,0,0.925329602,0.003735049,,,,
4/7/2020,1.079564,1.082134,1.078516,1.081783,1.081783,0,0.92439981,-0.001005328,,,,
